Romtype;Luft per person;Emisjon;Prosess;Luft minimum;Vent.prinsipp;Gjenvinner;Styring;Presiseringer;dB teknisk;dB naborom;dB korridor;Kommentar
Kontor;7,2;3,6;0;3,6;O;R;V,B,T,CO2;;28;28;28;
